datetime,speed,new_time
2012-07-30 08:00:00.000000,420.3,2012-07-20 07:58:26.890522
2012-07-30 09:00:00.000000,433.8,2012-07-20 08:58:26.890522
2012-07-30 10:00:00.000000,439.2,2012-07-20 09:58:26.890522
2012-07-30 11:00:00.000000,433.3,2012-07-20 10:58:26.890522
2012-07-30 12:00:00.000000,438.8,2012-07-20 11:58:26.890522
2012-07-30 13:00:00.000000,442.7,2012-07-20 12:58:26.890522
2012-07-30 14:00:00.000000,443.0,2012-07-20 13:58:26.890522
2012-07-30 15:00:00.000000,436.5,2012-07-20 14:58:26.890522
2012-07-30 17:00:00.000000,438.0,2012-07-20 16:58:26.890522
2012-07-30 18:00:00.000000,442.5,2012-07-20 17:58:26.890522
2012-07-30 19:00:00.000000,449.3,2012-07-20 18:58:26.890522
2012-07-30 20:00:00.000000,451.8,2012-07-20 19:58:26.890522
2012-07-30 21:00:00.000000,452.3,2012-07-20 20:58:26.890522
2012-07-30 22:00:00.000000,439.9,2012-07-20 21:58:26.890522
2012-07-30 23:00:00.000000,416.9,2012-07-20 22:58:26.890522
2012-07-31 00:00:00.000000,421.4,2012-07-20 23:58:26.890522
2012-07-31 01:00:00.000000,411.2,2012-07-21 00:58:26.890522
2012-07-31 02:00:00.000000,410.0,2012-07-21 01:58:26.890522
2012-07-31 03:00:00.000000,414.9,2012-07-21 02:58:26.890522
2012-07-31 04:00:00.000000,394.9,2012-07-21 03:58:26.890522
2012-07-31 05:00:00.000000,389.3,2012-07-21 04:58:26.890522
2012-07-31 06:00:00.000000,378.7,2012-07-21 05:58:26.890522
2012-07-31 07:00:00.000000,371.8,2012-07-21 06:58:26.890522
2012-07-31 08:00:00.000000,386.0,2012-07-21 07:58:26.890522
2012-07-31 09:00:00.000000,400.2,2012-07-21 08:58:26.890522
2012-07-31 10:00:00.000000,412.5,2012-07-21 09:58:26.890522
2012-07-31 11:00:00.000000,407.4,2012-07-21 10:58:26.890522
2012-07-31 12:00:00.000000,401.7,2012-07-21 11:58:26.890522
2012-07-31 13:00:00.000000,409.1,2012-07-21 12:58:26.890522
2012-07-31 14:00:00.000000,414.6,2012-07-21 13:58:26.890522
2012-07-31 15:00:00.000000,409.5,2012-07-21 14:58:26.890522
2012-07-31 16:00:00.000000,406.9,2012-07-21 15:58:26.890522
2012-07-31 17:00:00.000000,414.9,2012-07-21 16:58:26.890522
2012-07-31 18:00:00.000000,407.5,2012-07-21 17:58:26.890522
2012-07-31 19:00:00.000000,401.8,2012-07-21 18:58:26.890522
2012-07-31 20:00:00.000000,410.4,2012-07-21 19:58:26.890522
2012-07-31 21:00:00.000000,412.1,2012-07-21 20:58:26.890522
2012-07-31 22:00:00.000000,415.6,2012-07-21 21:58:26.890522
2012-07-31 23:00:00.000000,410.8,2012-07-21 22:58:26.890522
